drugbank_id,half_life,half_life_unit,half_life_unit_mixed,half_life_n_records,half_life_hours
DB09033,25.0,days,False,1,600.0
DB09034,12.0,hours,False,1,12.0
DB09035,23.35,days,False,2,560.4
DB09036,20.6,days,False,1,494.40000000000003
DB09037,22.0,days,False,1,528.0
DB09038,12.4,hours,False,1,12.4
DB09039,6.5,hours,False,1,6.5
DB09040,29.9,hours,False,1,29.9
DB09041,25.5,hours,False,1,25.5
DB09042,12.0,hours,False,1,12.0
DB09043,4.0,days,False,1,96.0
DB09046,3.8,hours,False,1,3.8
DB09048,96.0,hours,False,1,96.0
DB09049,6.0,hours,False,1,6.0
DB09051,21.71,minutes,False,2,0.3618333333333333
DB14840,14.8,hours,False,1,14.8
DB15305,50.0,hours,False,1,50.0
DB09053,4.0,hours,False,1,4.0
DB09054,8.2,hours,False,1,8.2
DB09057,24.3,days,False,1,583.2
DB09060,2.7,hours,False,1,2.7
DB09061,1.625,hours,False,2,1.625
DB09063,41.0,hours,False,1,41.0
DB09065,3.0,hours,False,1,3.0
DB09066,70.0,hours,False,1,70.0
DB09067,42.3,minutes,False,2,0.705
DB09068,66.0,hours,False,1,66.0
DB09069,9.754999999999999,hours,False,2,9.754999999999999
DB09070,45.0,hours,False,1,45.0
DB09071,1.3,hours,False,1,1.3
DB09073,29.0,hours,False,1,29.0
DB09074,6.1,hours,False,1,6.1
DB09075,10.0,hours,False,1,10.0
DB09076,11.0,hours,False,1,11.0
DB09077,10.0,days,False,1,240.0
DB09078,28.0,hours,False,1,28.0
DB09079,9.75,hours,False,2,9.75
DB09080,33.5,hours,False,2,33.5
DB00073,23.728571428571428,days,False,7,569.4857142857143
DB09083,2.0,hours,False,1,2.0
DB09084,10.35,hours,False,2,10.35
DB09089,1.885,hours,False,2,1.885
DB09090,1.5,hours,False,1,1.5
DB09092,1.6,hours,False,1,1.6
DB09093,5.6,hours,False,1,5.6
DB09095,4.0,hours,False,1,4.0
DB09097,14.25,hours,False,2,14.25
DB09098,10.8,hours,True,2,1.2125000000000001
DB09099,1.0,minutes,False,1,0.016666666666666666
DB09101,8.7,hours,False,1,8.7
DB09102,12.0,hours,False,1,12.0
DB09103,2.0,hours,False,1,2.0
DB09105,5.0,days,False,1,120.0
DB09106,14.05,hours,False,2,14.05
DB09107,136.5,hours,False,2,136.5
DB09110,0.7649999999999999,hours,False,2,0.7649999999999999
DB09111,2.5,hours,False,1,2.5
DB09112,0.4,hours,False,1,0.4
DB09114,20.0,hours,False,1,20.0
DB09116,92.4,minutes,False,1,1.54
DB09117,7.5,hours,False,1,7.5
DB09118,4.5,hours,False,1,4.5
DB09119,11.5,hours,False,2,11.5
DB06228,8.0,hours,False,2,8.0
DB09123,9.0,hours,False,1,9.0
DB09124,4.0,hours,False,1,4.0
DB09128,91.0,hours,False,1,91.0
DB09129,31.0,hours,False,1,31.0
DB09132,1.7,hours,False,2,1.7
DB09133,50.0,minutes,False,2,0.8333333333333334
DB09134,1.5,hours,False,1,1.5
DB09135,119.5,minutes,False,2,1.9916666666666667
DB09137,6.02,hours,False,1,6.02
DB09138,6.02,hours,False,1,6.02
DB09139,58.166666666666664,minutes,False,3,0.9694444444444444
DB09140,122.24,seconds,False,1,0.03395555555555555
DB09141,7.4,minutes,False,1,0.12333333333333334
DB09143,28.0,days,False,1,672.0
DB09144,2.0,hours,False,1,2.0
DB09146,6.0,hours,False,1,6.0
DB09148,1.0,hours,False,1,1.0
DB09153,17.0,minutes,False,1,0.2833333333333333
DB09154,18.0,minutes,False,1,0.3
DB09155,0.8,seconds,False,1,0.00022222222222222223
DB11614,10.7,hours,False,4,10.7
DB09161,10.475,minutes,True,4,1.6495833333333334
DB09164,19.0,minutes,False,1,0.31666666666666665
DB09167,20.4,hours,False,1,20.4
DB09183,5.5,hours,False,1,5.5
DB09185,7.02,hours,False,1,7.02
DB09194,21.7,hours,False,1,21.7
DB09195,11.0,hours,False,1,11.0
DB09204,7.2,hours,False,1,7.2
DB09205,1.0,hours,False,1,1.0
DB09208,50.35,days,True,4,230.9
DB09209,50.0,hours,False,2,50.0
DB09210,8.5,hours,False,1,8.5
DB09211,1.64,hours,False,1,1.64
DB09212,15.0,hours,False,1,15.0
DB09213,2.2,hours,False,1,2.2
DB09214,1.65,hours,False,1,1.65
DB09216,7.055,hours,False,2,7.055
DB09220,1.0,hours,False,1,1.0
DB09222,78.7,hours,False,1,78.7
DB09223,10.7,hours,False,1,10.7
DB09224,4.5,hours,False,2,4.5
DB09225,21.0,hours,False,1,21.0
DB09229,1.1,hours,False,1,1.1
DB09230,16.0,hours,False,1,16.0
DB09231,1.0,hours,False,1,1.0
DB09232,20.4,minutes,False,1,0.33999999999999997
DB09235,4.0,hours,False,1,4.0
DB16007,14.405000000000001,hours,False,2,14.405000000000001
DB09237,30.0,hours,False,1,30.0
DB09238,5.636666666666667,hours,False,3,5.636666666666667
DB09241,5.0,hours,False,1,5.0
DB09242,2.4000000000000004,hours,False,2,2.4000000000000004
DB09244,0.7,hours,False,1,0.7
DB09245,1.0,hours,False,1,1.0
DB09255,21.95,hours,False,2,21.95
DB09256,11.0,hours,False,1,11.0
DB09257,3.1,hours,False,1,3.1
DB09258,5.0,hours,False,1,5.0
DB09262,3.0,hours,False,1,3.0
DB09264,28.65,hours,True,2,5.541666666666667
DB09265,3.0,hours,False,1,3.0
DB09266,3.9,hours,False,2,3.9
DB09267,60.0,hours,False,1,60.0
DB11689,9.466666666666667,hours,False,3,9.466666666666667
DB09270,21.7,hours,False,1,21.7
DB09272,3.7,hours,False,1,3.7
DB16629,5.7,hours,False,1,5.7
DB09108,14.533333333333333,hours,False,3,14.533333333333333
DB09275,5.0,days,False,1,120.0
DB09276,12.5,days,False,1,300.0
DB09277,20.4,minutes,False,1,0.33999999999999997
DB09279,7.0,hours,False,1,7.0
DB09280,26.0,hours,False,1,26.0
DB09281,16.0,hours,False,1,16.0
DB09283,1.225,hours,False,2,1.225
DB09285,2.0,hours,False,1,2.0
DB09286,17.0,hours,False,1,17.0
DB09287,4.1,hours,False,1,4.1
DB09288,3.6,hours,False,1,3.6
DB09289,2.5,hours,False,1,2.5
DB09291,169.0,hours,False,1,169.0
DB09292,1.1,hours,False,1,1.1
DB09293,8.04,days,False,1,192.95999999999998
DB09295,2.0,hours,False,1,2.0
DB09296,21.0,hours,False,1,21.0
DB09297,5.5,hours,False,1,5.5
DB09299,0.51,hours,False,1,0.51
DB09300,1.0,hours,False,1,1.0
DB09301,200.0,minutes,True,3,8.25
DB09302,14.5,days,False,2,348.0
DB09310,7.1,days,False,1,170.39999999999998
DB09312,3.0,days,False,1,72.0
DB09313,90.0,minutes,False,1,1.5
DB09315,5.245,days,False,1,125.88
DB09316,22.5,hours,True,2,20.041666666666668
